barcode,in_tissue,array_row,array_col,pxl_row_in_fullres,pxl_col_in_fullres
50um-030-021,1,30,21,2975,2075
50um-030-022,1,30,22,2975,2175
50um-030-023,1,30,23,2975,2275
50um-030-024,1,30,24,2975,2375
50um-030-025,1,30,25,2975,2475
50um-030-026,1,30,26,2975,2575
50um-030-027,1,30,27,2975,2675
50um-030-028,1,30,28,2975,2775
50um-030-029,1,30,29,2975,2875
50um-030-030,1,30,30,2975,2975
50um-030-031,1,30,31,2975,3075
50um-030-032,1,30,32,2975,3175
50um-030-033,1,30,33,2975,3275
50um-030-034,1,30,34,2975,3375
50um-030-035,1,30,35,2975,3475
50um-030-036,1,30,36,2975,3575
50um-030-037,1,30,37,2975,3675
50um-030-038,1,30,38,2975,3775
50um-030-039,1,30,39,2975,3875
50um-030-040,1,30,40,2975,3975
50um-030-041,1,30,41,2975,4075
50um-030-042,1,30,42,2975,4175
50um-030-043,1,30,43,2975,4275
50um-030-044,1,30,44,2975,4375
50um-030-045,1,30,45,2975,4475
50um-030-046,1,30,46,2975,4575
50um-030-047,1,30,47,2975,4675
50um-030-048,1,30,48,2975,4775
50um-030-049,1,30,49,2975,4875
50um-030-050,1,30,50,2975,4975
50um-030-051,1,30,51,2975,5075
50um-030-052,1,30,52,2975,5175
50um-030-053,1,30,53,2975,5275
50um-030-054,1,30,54,2975,5375
50um-030-055,1,30,55,2975,5475
50um-030-056,1,30,56,2975,5575
50um-030-057,1,30,57,2975,5675
50um-030-058,1,30,58,2975,5775
50um-030-059,1,30,59,2975,5875
50um-030-060,1,30,60,2975,5975
50um-030-061,1,30,61,2975,6075
50um-030-062,1,30,62,2975,6175
50um-030-063,1,30,63,2975,6275
50um-030-064,1,30,64,2975,6375
50um-031-001,1,31,1,3075,75
50um-031-002,1,31,2,3075,175
50um-031-003,1,31,3,3075,275
50um-031-004,1,31,4,3075,375
50um-031-005,1,31,5,3075,475
50um-031-006,1,31,6,3075,575
50um-031-007,1,31,7,3075,675
50um-031-008,1,31,8,3075,775
50um-031-009,1,31,9,3075,875
50um-031-010,1,31,10,3075,975
50um-031-011,1,31,11,3075,1075
50um-031-012,1,31,12,3075,1175
50um-031-013,1,31,13,3075,1275
50um-031-014,1,31,14,3075,1375
50um-031-015,1,31,15,3075,1475
50um-031-016,1,31,16,3075,1575
50um-031-017,1,31,17,3075,1675
50um-031-018,1,31,18,3075,1775
50um-031-019,1,31,19,3075,1875
50um-031-020,1,31,20,3075,1975
50um-031-021,1,31,21,3075,2075
50um-031-022,1,31,22,3075,2175
50um-031-023,1,31,23,3075,2275
50um-031-024,1,31,24,3075,2375
50um-031-025,1,31,25,3075,2475
50um-031-026,1,31,26,3075,2575
50um-031-027,1,31,27,3075,2675
50um-031-028,1,31,28,3075,2775
50um-031-029,1,31,29,3075,2875
50um-031-030,1,31,30,3075,2975
50um-031-031,1,31,31,3075,3075
50um-031-032,1,31,32,3075,3175
50um-031-033,1,31,33,3075,3275
50um-031-034,1,31,34,3075,3375
50um-031-035,1,31,35,3075,3475
50um-031-036,1,31,36,3075,3575
50um-031-037,1,31,37,3075,3675
50um-031-038,1,31,38,3075,3775
50um-031-039,1,31,39,3075,3875
50um-031-040,1,31,40,3075,3975
50um-031-041,1,31,41,3075,4075
50um-031-042,1,31,42,3075,4175
50um-031-043,1,31,43,3075,4275
50um-031-044,1,31,44,3075,4375
50um-031-045,1,31,45,3075,4475
50um-031-046,1,31,46,3075,4575
50um-031-047,1,31,47,3075,4675
50um-031-048,1,31,48,3075,4775
50um-031-049,1,31,49,3075,4875
50um-031-050,1,31,50,3075,4975
50um-031-051,1,31,51,3075,5075
50um-031-052,1,31,52,3075,5175
50um-031-053,1,31,53,3075,5275
50um-031-054,1,31,54,3075,5375
50um-031-055,1,31,55,3075,5475
50um-031-056,1,31,56,3075,5575
50um-031-057,1,31,57,3075,5675
50um-031-058,1,31,58,3075,5775
50um-031-059,1,31,59,3075,5875
50um-031-060,1,31,60,3075,5975
50um-031-061,1,31,61,3075,6075
50um-031-062,1,31,62,3075,6175
50um-031-063,1,31,63,3075,6275
50um-031-064,1,31,64,3075,6375
50um-032-001,1,32,1,3175,75
50um-032-002,1,32,2,3175,175
50um-032-003,1,32,3,3175,275
50um-032-004,1,32,4,3175,375
50um-032-005,1,32,5,3175,475
50um-032-006,1,32,6,3175,575
50um-032-007,1,32,7,3175,675
50um-032-008,1,32,8,3175,775
50um-032-009,1,32,9,3175,875
50um-032-010,1,32,10,3175,975
50um-032-011,1,32,11,3175,1075
50um-032-012,1,32,12,3175,1175
50um-032-013,1,32,13,3175,1275
50um-032-014,1,32,14,3175,1375
50um-032-015,1,32,15,3175,1475
50um-032-016,1,32,16,3175,1575
50um-032-017,1,32,17,3175,1675
50um-032-018,1,32,18,3175,1775
50um-032-019,1,32,19,3175,1875
50um-032-020,1,32,20,3175,1975
50um-032-021,1,32,21,3175,2075
50um-032-022,1,32,22,3175,2175
50um-032-023,1,32,23,3175,2275
50um-032-024,1,32,24,3175,2375
50um-032-025,1,32,25,3175,2475
50um-032-026,1,32,26,3175,2575
50um-032-027,1,32,27,3175,2675
50um-032-028,1,32,28,3175,2775
50um-032-029,1,32,29,3175,2875
50um-032-030,1,32,30,3175,2975
50um-032-031,1,32,31,3175,3075
50um-032-032,1,32,32,3175,3175
50um-032-033,1,32,33,3175,3275
50um-032-034,1,32,34,3175,3375
50um-032-035,1,32,35,3175,3475
50um-032-036,1,32,36,3175,3575
50um-032-037,1,32,37,3175,3675
50um-032-038,1,32,38,3175,3775
50um-032-039,1,32,39,3175,3875
50um-032-040,1,32,40,3175,3975
50um-032-041,1,32,41,3175,4075
50um-032-042,1,32,42,3175,4175
50um-032-043,1,32,43,3175,4275
50um-032-044,1,32,44,3175,4375
50um-032-045,1,32,45,3175,4475
50um-032-046,1,32,46,3175,4575
50um-032-047,1,32,47,3175,4675
50um-032-048,1,32,48,3175,4775
50um-032-049,1,32,49,3175,4875
50um-032-050,1,32,50,3175,4975
50um-032-051,1,32,51,3175,5075
50um-032-052,1,32,52,3175,5175
50um-032-053,1,32,53,3175,5275
50um-032-054,1,32,54,3175,5375
50um-032-055,1,32,55,3175,5475
50um-032-056,1,32,56,3175,5575
50um-032-057,1,32,57,3175,5675
50um-032-058,1,32,58,3175,5775
50um-032-059,1,32,59,3175,5875
50um-032-060,1,32,60,3175,5975
50um-032-061,1,32,61,3175,6075
50um-032-062,1,32,62,3175,6175
50um-032-063,1,32,63,3175,6275
50um-032-064,1,32,64,3175,6375
50um-033-001,1,33,1,3275,75
50um-033-002,1,33,2,3275,175
50um-033-003,1,33,3,3275,275
50um-033-004,1,33,4,3275,375
50um-033-005,1,33,5,3275,475
50um-033-006,1,33,6,3275,575
50um-033-007,1,33,7,3275,675
50um-033-008,1,33,8,3275,775
50um-033-009,1,33,9,3275,875
50um-033-010,1,33,10,3275,975
50um-033-011,1,33,11,3275,1075
50um-033-012,1,33,12,3275,1175
50um-033-013,1,33,13,3275,1275
50um-033-014,1,33,14,3275,1375
50um-033-015,1,33,15,3275,1475
50um-033-016,1,33,16,3275,1575
50um-033-017,1,33,17,3275,1675
50um-033-018,1,33,18,3275,1775
50um-033-019,1,33,19,3275,1875
50um-033-020,1,33,20,3275,1975
50um-033-021,1,33,21,3275,2075
50um-033-022,1,33,22,3275,2175
50um-033-023,1,33,23,3275,2275
50um-033-024,1,33,24,3275,2375
50um-033-025,1,33,25,3275,2475
50um-033-026,1,33,26,3275,2575
50um-033-027,1,33,27,3275,2675
50um-033-028,1,33,28,3275,2775
50um-033-029,1,33,29,3275,2875
50um-033-030,1,33,30,3275,2975
50um-033-031,1,33,31,3275,3075
50um-033-032,1,33,32,3275,3175
50um-033-033,1,33,33,3275,3275
50um-033-034,1,33,34,3275,3375
50um-033-035,1,33,35,3275,3475
50um-033-036,1,33,36,3275,3575
50um-033-037,1,33,37,3275,3675
50um-033-038,1,33,38,3275,3775
50um-033-039,1,33,39,3275,3875
50um-033-040,1,33,40,3275,3975
50um-033-041,1,33,41,3275,4075
50um-033-042,1,33,42,3275,4175
50um-033-043,1,33,43,3275,4275
50um-033-044,1,33,44,3275,4375
50um-033-045,1,33,45,3275,4475
50um-033-046,1,33,46,3275,4575
50um-033-047,1,33,47,3275,4675
50um-033-048,1,33,48,3275,4775
50um-033-049,1,33,49,3275,4875
50um-033-050,1,33,50,3275,4975
50um-033-051,1,33,51,3275,5075
50um-033-052,1,33,52,3275,5175
50um-033-053,1,33,53,3275,5275
50um-033-054,1,33,54,3275,5375
50um-033-055,1,33,55,3275,5475
50um-033-056,1,33,56,3275,5575
50um-033-057,1,33,57,3275,5675
50um-033-058,1,33,58,3275,5775
50um-033-059,1,33,59,3275,5875
50um-033-060,1,33,60,3275,5975
50um-033-061,1,33,61,3275,6075
50um-033-062,1,33,62,3275,6175
50um-033-063,1,33,63,3275,6275
50um-033-064,1,33,64,3275,6375
50um-034-001,1,34,1,3375,75
50um-034-002,1,34,2,3375,175
50um-034-003,1,34,3,3375,275
50um-034-004,1,34,4,3375,375
50um-034-005,1,34,5,3375,475
50um-034-006,1,34,6,3375,575
50um-034-007,1,34,7,3375,675
50um-034-008,1,34,8,3375,775
50um-034-009,1,34,9,3375,875
50um-034-010,1,34,10,3375,975
50um-034-011,1,34,11,3375,1075
50um-034-012,1,34,12,3375,1175
50um-034-013,1,34,13,3375,1275
50um-034-014,1,34,14,3375,1375
50um-034-015,1,34,15,3375,1475
50um-034-016,1,34,16,3375,1575
50um-034-017,1,34,17,3375,1675
50um-034-018,1,34,18,3375,1775
50um-034-019,1,34,19,3375,1875
50um-034-020,1,34,20,3375,1975
50um-034-021,1,34,21,3375,2075
50um-034-022,1,34,22,3375,2175
50um-034-023,1,34,23,3375,2275
50um-034-024,1,34,24,3375,2375
50um-034-025,1,34,25,3375,2475
50um-034-026,1,34,26,3375,2575
50um-034-027,1,34,27,3375,2675
50um-034-028,1,34,28,3375,2775
50um-034-029,1,34,29,3375,2875
50um-034-030,1,34,30,3375,2975
50um-034-031,1,34,31,3375,3075
50um-034-032,1,34,32,3375,3175
50um-034-033,1,34,33,3375,3275
50um-034-034,1,34,34,3375,3375
50um-034-035,1,34,35,3375,3475
50um-034-036,1,34,36,3375,3575
50um-034-037,1,34,37,3375,3675
50um-034-038,1,34,38,3375,3775
50um-034-039,1,34,39,3375,3875
50um-034-040,1,34,40,3375,3975
50um-034-041,1,34,41,3375,4075
50um-034-042,1,34,42,3375,4175
50um-034-043,1,34,43,3375,4275
50um-034-044,1,34,44,3375,4375
50um-034-045,1,34,45,3375,4475
50um-034-046,1,34,46,3375,4575
50um-034-047,1,34,47,3375,4675
50um-034-048,1,34,48,3375,4775
50um-034-049,1,34,49,3375,4875
50um-034-050,1,34,50,3375,4975
50um-034-051,1,34,51,3375,5075
50um-034-052,1,34,52,3375,5175
50um-034-053,1,34,53,3375,5275
50um-034-054,1,34,54,3375,5375
50um-034-055,1,34,55,3375,5475
50um-034-056,1,34,56,3375,5575
50um-034-057,1,34,57,3375,5675
50um-034-058,1,34,58,3375,5775
50um-034-059,1,34,59,3375,5875
50um-034-060,1,34,60,3375,5975
50um-034-061,1,34,61,3375,6075
50um-034-062,1,34,62,3375,6175
50um-034-063,1,34,63,3375,6275
50um-034-064,1,34,64,3375,6375
50um-035-001,1,35,1,3475,75
50um-035-002,1,35,2,3475,175
50um-035-003,1,35,3,3475,275
50um-035-004,1,35,4,3475,375
50um-035-005,1,35,5,3475,475
50um-035-006,1,35,6,3475,575
50um-035-007,1,35,7,3475,675
50um-035-008,1,35,8,3475,775
50um-035-009,1,35,9,3475,875
50um-035-010,1,35,10,3475,975
50um-035-011,1,35,11,3475,1075
50um-035-012,1,35,12,3475,1175
50um-035-013,1,35,13,3475,1275
50um-035-014,1,35,14,3475,1375
50um-035-015,1,35,15,3475,1475
50um-035-016,1,35,16,3475,1575
50um-035-017,1,35,17,3475,1675
50um-035-018,1,35,18,3475,1775
50um-035-019,1,35,19,3475,1875
50um-035-020,1,35,20,3475,1975
50um-035-021,1,35,21,3475,2075
50um-035-022,1,35,22,3475,2175
50um-035-023,1,35,23,3475,2275
50um-035-024,1,35,24,3475,2375
50um-035-025,1,35,25,3475,2475
50um-035-026,1,35,26,3475,2575
50um-035-027,1,35,27,3475,2675
50um-035-028,1,35,28,3475,2775
50um-035-029,1,35,29,3475,2875
50um-035-030,1,35,30,3475,2975
50um-035-031,1,35,31,3475,3075
50um-035-032,1,35,32,3475,3175
50um-035-033,1,35,33,3475,3275
50um-035-034,1,35,34,3475,3375
50um-035-035,1,35,35,3475,3475
50um-035-036,1,35,36,3475,3575
50um-035-037,1,35,37,3475,3675
50um-035-038,1,35,38,3475,3775
50um-035-039,1,35,39,3475,3875
50um-035-040,1,35,40,3475,3975
50um-035-041,1,35,41,3475,4075
50um-035-042,1,35,42,3475,4175
50um-035-043,1,35,43,3475,4275
50um-035-044,1,35,44,3475,4375
50um-035-045,1,35,45,3475,4475
50um-035-046,1,35,46,3475,4575
50um-035-047,1,35,47,3475,4675
50um-035-048,1,35,48,3475,4775
50um-035-049,1,35,49,3475,4875
50um-035-050,1,35,50,3475,4975
50um-035-051,1,35,51,3475,5075
50um-035-052,1,35,52,3475,5175
50um-035-053,1,35,53,3475,5275
50um-035-054,1,35,54,3475,5375
50um-035-055,1,35,55,3475,5475
50um-035-056,1,35,56,3475,5575
50um-035-057,1,35,57,3475,5675
50um-035-058,1,35,58,3475,5775
50um-035-059,1,35,59,3475,5875
50um-035-060,1,35,60,3475,5975
50um-035-061,1,35,61,3475,6075
50um-035-062,1,35,62,3475,6175
50um-035-063,1,35,63,3475,6275
50um-035-064,1,35,64,3475,6375
50um-036-001,1,36,1,3575,75
50um-036-002,1,36,2,3575,175
50um-036-003,1,36,3,3575,275
50um-036-004,1,36,4,3575,375
50um-036-005,1,36,5,3575,475
50um-036-006,1,36,6,3575,575
50um-036-007,1,36,7,3575,675
50um-036-008,1,36,8,3575,775
50um-036-009,1,36,9,3575,875
50um-036-010,1,36,10,3575,975
50um-036-011,1,36,11,3575,1075
50um-036-012,1,36,12,3575,1175
50um-036-013,1,36,13,3575,1275
50um-036-014,1,36,14,3575,1375
50um-036-015,1,36,15,3575,1475
50um-036-016,1,36,16,3575,1575
50um-036-017,1,36,17,3575,1675
50um-036-018,1,36,18,3575,1775
50um-036-019,1,36,19,3575,1875
50um-036-020,1,36,20,3575,1975
50um-036-021,1,36,21,3575,2075
50um-036-022,1,36,22,3575,2175
50um-036-023,1,36,23,3575,2275
50um-036-024,1,36,24,3575,2375
50um-036-025,1,36,25,3575,2475
50um-036-026,1,36,26,3575,2575
50um-036-027,1,36,27,3575,2675
50um-036-028,1,36,28,3575,2775
50um-036-029,1,36,29,3575,2875
50um-036-030,1,36,30,3575,2975
50um-036-031,1,36,31,3575,3075
50um-036-032,1,36,32,3575,3175
50um-036-033,1,36,33,3575,3275
50um-036-034,1,36,34,3575,3375
50um-036-035,1,36,35,3575,3475
50um-036-036,1,36,36,3575,3575
50um-036-037,1,36,37,3575,3675
50um-036-038,1,36,38,3575,3775
50um-036-039,1,36,39,3575,3875
50um-036-040,1,36,40,3575,3975
50um-036-041,1,36,41,3575,4075
50um-036-042,1,36,42,3575,4175
50um-036-043,1,36,43,3575,4275
50um-036-044,1,36,44,3575,4375
50um-036-045,1,36,45,3575,4475
50um-036-046,1,36,46,3575,4575
50um-036-047,1,36,47,3575,4675
50um-036-048,1,36,48,3575,4775
50um-036-049,1,36,49,3575,4875
50um-036-050,1,36,50,3575,4975
50um-036-051,1,36,51,3575,5075
50um-036-052,1,36,52,3575,5175
50um-036-053,1,36,53,3575,5275
50um-036-054,1,36,54,3575,5375
50um-036-055,1,36,55,3575,5475
50um-036-056,1,36,56,3575,5575
50um-036-057,1,36,57,3575,5675
50um-036-058,1,36,58,3575,5775
50um-036-059,1,36,59,3575,5875
50um-036-060,1,36,60,3575,5975
50um-036-061,1,36,61,3575,6075
50um-036-062,1,36,62,3575,6175
50um-036-063,1,36,63,3575,6275
50um-036-064,1,36,64,3575,6375
50um-037-001,1,37,1,3675,75
50um-037-002,1,37,2,3675,175
50um-037-003,1,37,3,3675,275
50um-037-004,1,37,4,3675,375
50um-037-005,1,37,5,3675,475
50um-037-006,1,37,6,3675,575
50um-037-007,1,37,7,3675,675
50um-037-008,1,37,8,3675,775
50um-037-009,1,37,9,3675,875
50um-037-010,1,37,10,3675,975
50um-037-011,1,37,11,3675,1075
50um-037-012,1,37,12,3675,1175
50um-037-013,1,37,13,3675,1275
50um-037-014,1,37,14,3675,1375
50um-037-015,1,37,15,3675,1475
50um-037-016,1,37,16,3675,1575
50um-037-017,1,37,17,3675,1675
50um-037-018,1,37,18,3675,1775
50um-037-019,1,37,19,3675,1875
50um-037-020,1,37,20,3675,1975
50um-037-021,1,37,21,3675,2075
50um-037-022,1,37,22,3675,2175
50um-037-023,1,37,23,3675,2275
50um-037-024,1,37,24,3675,2375
50um-037-025,1,37,25,3675,2475
50um-037-026,1,37,26,3675,2575
50um-037-027,1,37,27,3675,2675
50um-037-028,1,37,28,3675,2775
50um-037-029,1,37,29,3675,2875
50um-037-030,1,37,30,3675,2975
50um-037-031,1,37,31,3675,3075
50um-037-032,1,37,32,3675,3175
50um-037-033,1,37,33,3675,3275
50um-037-034,1,37,34,3675,3375
50um-037-035,1,37,35,3675,3475
50um-037-036,1,37,36,3675,3575
50um-037-037,1,37,37,3675,3675
50um-037-038,1,37,38,3675,3775
50um-037-039,1,37,39,3675,3875
50um-037-040,1,37,40,3675,3975
50um-037-041,1,37,41,3675,4075
50um-037-042,1,37,42,3675,4175
50um-037-043,1,37,43,3675,4275
50um-037-044,1,37,44,3675,4375
50um-037-045,1,37,45,3675,4475
50um-037-046,1,37,46,3675,4575
50um-037-047,1,37,47,3675,4675
50um-037-048,1,37,48,3675,4775
50um-037-049,1,37,49,3675,4875
50um-037-050,1,37,50,3675,4975
50um-037-051,1,37,51,3675,5075
50um-037-052,1,37,52,3675,5175
50um-037-053,1,37,53,3675,5275
50um-037-054,1,37,54,3675,5375
50um-037-055,1,37,55,3675,5475
50um-037-056,1,37,56,3675,5575
50um-037-057,1,37,57,3675,5675
50um-037-058,1,37,58,3675,5775
50um-037-059,1,37,59,3675,5875
50um-037-060,1,37,60,3675,5975
50um-037-061,1,37,61,3675,6075
50um-037-062,1,37,62,3675,6175
50um-037-063,1,37,63,3675,6275
50um-037-064,1,37,64,3675,6375
50um-038-001,1,38,1,3775,75
50um-038-002,1,38,2,3775,175
50um-038-003,1,38,3,3775,275
50um-038-004,1,38,4,3775,375
50um-038-005,1,38,5,3775,475
50um-038-006,1,38,6,3775,575
50um-038-007,1,38,7,3775,675
50um-038-008,1,38,8,3775,775
50um-038-009,1,38,9,3775,875
50um-038-010,1,38,10,3775,975
50um-038-011,1,38,11,3775,1075
50um-038-012,1,38,12,3775,1175
50um-038-013,1,38,13,3775,1275
50um-038-014,1,38,14,3775,1375
50um-038-015,1,38,15,3775,1475
50um-038-016,1,38,16,3775,1575
50um-038-017,1,38,17,3775,1675
50um-038-018,1,38,18,3775,1775
50um-038-019,1,38,19,3775,1875
50um-038-020,1,38,20,3775,1975
50um-038-021,1,38,21,3775,2075
50um-038-022,1,38,22,3775,2175
50um-038-023,1,38,23,3775,2275
50um-038-024,1,38,24,3775,2375
50um-038-025,1,38,25,3775,2475
50um-038-026,1,38,26,3775,2575
50um-038-027,1,38,27,3775,2675
50um-038-028,1,38,28,3775,2775
50um-038-029,1,38,29,3775,2875
50um-038-030,1,38,30,3775,2975
50um-038-031,1,38,31,3775,3075
50um-038-032,1,38,32,3775,3175
50um-038-033,1,38,33,3775,3275
50um-038-034,1,38,34,3775,3375
50um-038-035,1,38,35,3775,3475
50um-038-036,1,38,36,3775,3575
50um-038-037,1,38,37,3775,3675
50um-038-038,1,38,38,3775,3775
50um-038-039,1,38,39,3775,3875
50um-038-040,1,38,40,3775,3975
50um-038-041,1,38,41,3775,4075
50um-038-042,1,38,42,3775,4175
50um-038-043,1,38,43,3775,4275
50um-038-044,1,38,44,3775,4375
50um-038-045,1,38,45,3775,4475
50um-038-046,1,38,46,3775,4575
50um-038-047,1,38,47,3775,4675
50um-038-048,1,38,48,3775,4775
50um-038-049,1,38,49,3775,4875
50um-038-050,1,38,50,3775,4975
50um-038-051,1,38,51,3775,5075
50um-038-052,1,38,52,3775,5175
50um-038-053,1,38,53,3775,5275
50um-038-054,1,38,54,3775,5375
50um-038-055,1,38,55,3775,5475
50um-038-056,1,38,56,3775,5575
50um-038-057,1,38,57,3775,5675
50um-038-058,1,38,58,3775,5775
50um-038-059,1,38,59,3775,5875
50um-038-060,1,38,60,3775,5975
50um-038-061,1,38,61,3775,6075
50um-038-062,1,38,62,3775,6175
50um-038-063,1,38,63,3775,6275
50um-038-064,1,38,64,3775,6375
50um-039-001,1,39,1,3875,75
50um-039-002,1,39,2,3875,175
50um-039-003,1,39,3,3875,275
50um-039-004,1,39,4,3875,375
50um-039-005,1,39,5,3875,475
50um-039-006,1,39,6,3875,575
50um-039-007,1,39,7,3875,675
50um-039-008,1,39,8,3875,775
50um-039-009,1,39,9,3875,875
50um-039-010,1,39,10,3875,975
50um-039-011,1,39,11,3875,1075
50um-039-012,1,39,12,3875,1175
50um-039-013,1,39,13,3875,1275
50um-039-014,1,39,14,3875,1375
50um-039-015,1,39,15,3875,1475
50um-039-016,1,39,16,3875,1575
50um-039-017,1,39,17,3875,1675
50um-039-018,1,39,18,3875,1775
50um-039-019,1,39,19,3875,1875
50um-039-020,1,39,20,3875,1975
50um-039-021,1,39,21,3875,2075
50um-039-022,1,39,22,3875,2175
50um-039-023,1,39,23,3875,2275
50um-039-024,1,39,24,3875,2375
50um-039-025,1,39,25,3875,2475
50um-039-026,1,39,26,3875,2575
50um-039-027,1,39,27,3875,2675
50um-039-028,1,39,28,3875,2775
50um-039-029,1,39,29,3875,2875
50um-039-030,1,39,30,3875,2975
50um-039-031,1,39,31,3875,3075
50um-039-032,1,39,32,3875,3175
50um-039-033,1,39,33,3875,3275
50um-039-034,1,39,34,3875,3375
50um-039-035,1,39,35,3875,3475
50um-039-036,1,39,36,3875,3575
50um-039-037,1,39,37,3875,3675
50um-039-038,1,39,38,3875,3775
50um-039-039,1,39,39,3875,3875
50um-039-040,1,39,40,3875,3975
50um-039-041,1,39,41,3875,4075
50um-039-042,1,39,42,3875,4175
50um-039-043,1,39,43,3875,4275
50um-039-044,1,39,44,3875,4375
50um-039-045,1,39,45,3875,4475
50um-039-046,1,39,46,3875,4575
50um-039-047,1,39,47,3875,4675
50um-039-048,1,39,48,3875,4775
50um-039-049,1,39,49,3875,4875
50um-039-050,1,39,50,3875,4975
50um-039-051,1,39,51,3875,5075
50um-039-052,1,39,52,3875,5175
50um-039-053,1,39,53,3875,5275
50um-039-054,1,39,54,3875,5375
50um-039-055,1,39,55,3875,5475
50um-039-056,1,39,56,3875,5575
50um-039-057,1,39,57,3875,5675
50um-039-058,1,39,58,3875,5775
50um-039-059,1,39,59,3875,5875
50um-039-060,1,39,60,3875,5975
50um-039-061,1,39,61,3875,6075
50um-039-062,1,39,62,3875,6175
50um-039-063,1,39,63,3875,6275
50um-039-064,1,39,64,3875,6375
50um-040-001,1,40,1,3975,75
50um-040-002,1,40,2,3975,175
50um-040-003,1,40,3,3975,275
50um-040-004,1,40,4,3975,375
50um-040-005,1,40,5,3975,475
50um-040-006,1,40,6,3975,575
50um-040-007,1,40,7,3975,675
50um-040-008,1,40,8,3975,775
50um-040-009,1,40,9,3975,875
50um-040-010,1,40,10,3975,975
50um-040-011,1,40,11,3975,1075
50um-040-012,1,40,12,3975,1175
50um-040-013,1,40,13,3975,1275
50um-040-014,1,40,14,3975,1375
50um-040-015,1,40,15,3975,1475
50um-040-016,1,40,16,3975,1575
50um-040-017,1,40,17,3975,1675
50um-040-018,1,40,18,3975,1775
50um-040-019,1,40,19,3975,1875
50um-040-020,1,40,20,3975,1975
50um-040-021,1,40,21,3975,2075
50um-040-022,1,40,22,3975,2175
50um-040-023,1,40,23,3975,2275
50um-040-024,1,40,24,3975,2375
50um-040-025,1,40,25,3975,2475
50um-040-026,1,40,26,3975,2575
50um-040-027,1,40,27,3975,2675
50um-040-028,1,40,28,3975,2775
50um-040-029,1,40,29,3975,2875
50um-040-030,1,40,30,3975,2975
50um-040-031,1,40,31,3975,3075
50um-040-032,1,40,32,3975,3175
50um-040-033,1,40,33,3975,3275
50um-040-034,1,40,34,3975,3375
50um-040-035,1,40,35,3975,3475
50um-040-036,1,40,36,3975,3575
50um-040-037,1,40,37,3975,3675
50um-040-038,1,40,38,3975,3775
50um-040-039,1,40,39,3975,3875
50um-040-040,1,40,40,3975,3975
50um-040-041,1,40,41,3975,4075
50um-040-042,1,40,42,3975,4175
50um-040-043,1,40,43,3975,4275
50um-040-044,1,40,44,3975,4375
50um-040-045,1,40,45,3975,4475
50um-040-046,1,40,46,3975,4575
50um-040-047,1,40,47,3975,4675
50um-040-048,1,40,48,3975,4775
50um-040-049,1,40,49,3975,4875
50um-040-050,1,40,50,3975,4975
50um-040-051,1,40,51,3975,5075
50um-040-052,1,40,52,3975,5175
50um-040-053,1,40,53,3975,5275
50um-040-054,1,40,54,3975,5375
50um-040-055,1,40,55,3975,5475
50um-040-056,1,40,56,3975,5575
50um-040-057,1,40,57,3975,5675
50um-040-058,1,40,58,3975,5775
50um-040-059,1,40,59,3975,5875
50um-040-060,1,40,60,3975,5975
50um-040-061,1,40,61,3975,6075
50um-040-062,1,40,62,3975,6175
50um-040-063,1,40,63,3975,6275
50um-040-064,1,40,64,3975,6375
50um-041-001,1,41,1,4075,75
50um-041-002,1,41,2,4075,175
50um-041-003,1,41,3,4075,275
50um-041-004,1,41,4,4075,375
50um-041-005,1,41,5,4075,475
50um-041-006,1,41,6,4075,575
50um-041-007,1,41,7,4075,675
50um-041-008,1,41,8,4075,775
50um-041-009,1,41,9,4075,875
50um-041-010,1,41,10,4075,975
50um-041-011,1,41,11,4075,1075
50um-041-012,1,41,12,4075,1175
50um-041-013,1,41,13,4075,1275
50um-041-014,1,41,14,4075,1375
50um-041-015,1,41,15,4075,1475
50um-041-016,1,41,16,4075,1575
50um-041-017,1,41,17,4075,1675
50um-041-018,1,41,18,4075,1775
50um-041-019,1,41,19,4075,1875
50um-041-020,1,41,20,4075,1975
50um-041-021,1,41,21,4075,2075
50um-041-022,1,41,22,4075,2175
50um-041-023,1,41,23,4075,2275
50um-041-024,1,41,24,4075,2375
50um-041-025,1,41,25,4075,2475
50um-041-026,1,41,26,4075,2575
50um-041-027,1,41,27,4075,2675
50um-041-028,1,41,28,4075,2775
50um-041-029,1,41,29,4075,2875
50um-041-030,1,41,30,4075,2975
50um-041-031,1,41,31,4075,3075
50um-041-032,1,41,32,4075,3175
50um-041-033,1,41,33,4075,3275
50um-041-034,1,41,34,4075,3375
50um-041-035,1,41,35,4075,3475
50um-041-036,1,41,36,4075,3575
50um-041-037,1,41,37,4075,3675
50um-041-038,1,41,38,4075,3775
50um-041-039,1,41,39,4075,3875
50um-041-040,1,41,40,4075,3975
50um-041-041,1,41,41,4075,4075
50um-041-042,1,41,42,4075,4175
50um-041-043,1,41,43,4075,4275
50um-041-044,1,41,44,4075,4375
50um-041-045,1,41,45,4075,4475
50um-041-046,1,41,46,4075,4575
50um-041-047,1,41,47,4075,4675
50um-041-048,1,41,48,4075,4775
50um-041-049,1,41,49,4075,4875
50um-041-050,1,41,50,4075,4975
50um-041-051,1,41,51,4075,5075
50um-041-052,1,41,52,4075,5175
50um-041-053,1,41,53,4075,5275
50um-041-054,1,41,54,4075,5375
50um-041-055,1,41,55,4075,5475
50um-041-056,1,41,56,4075,5575
